Geneid	Length
gene3713	1611
gene3714	645
gene3715	1404
gene3716	814
gene3717	1289
gene3718	775
gene3719	2302
gene3720	1044
gene3721	2568
gene3722	1363
gene3723	930
gene3724	1157
gene3725	1204
gene3726	1703
gene3727	3994
gene3728	2003
gene3729	1315
gene3730	4051
gene3731	2324
gene3732	4563
gene3733	1569
gene3734	5238
gene3735	1131
gene3736	4284
gene3737	899
gene3738	859
gene3739	931
gene3740	884
gene3741	813
gene3742	2092
gene3743	2524
gene3744	900
gene3745	87
gene3746	309
gene3747	1763
gene3748	90
gene3749	2742
gene3750	1833
gene3751	1131
gene3752	1381
gene3753	1630
gene3754	1769
gene3755	1768
gene3756	836
gene3757	2063
gene3758	2049
gene3759	1255
gene3760	2933
gene3761	1891
gene3762	1309
gene3763	1093
gene3764	3359
gene3765	7923
gene3766	507
gene3767	1041
gene3768	1776
gene3769	4261
gene3770	535
gene3771	3275
gene3772	2665
gene3773	1765
gene3774	2403
gene3775	1702
gene3776	1517
gene3777	474
gene3778	2118
gene3779	249
gene3780	954
gene3781	660
gene3782	2359
gene3783	3884
gene3784	1832
gene3785	1495
gene3786	1760
gene3787	5809
gene3788	3463
gene3789	1406
gene3790	1262
gene3791	1187
gene3792	2466
gene3793	2670
gene3794	2357
gene3795	2326
gene3796	7094
gene3797	2167
gene3798	111
gene3799	3215
gene3800	4712
gene3801	507
gene3802	6227
gene3803	2604
gene3804	111
gene3805	5016
gene3806	2871
gene3807	3507
gene3808	3407
gene3809	2422
gene3810	2682
gene3811	1080
gene3812	1811
gene3813	1910
gene3814	2737
gene3815	2034
gene3816	3392
gene3817	1349
gene3818	2027
gene3819	2190
gene3820	1907
gene3821	1106
gene3822	1985
gene3823	1469
gene3824	3711
gene3825	2230
gene3826	1942
gene3827	2245
gene3828	2712
gene3829	2857
gene3830	3875
gene3831	4433
gene3832	2477
gene3833	1481
gene3834	4449
gene3835	116
gene3836	1335
gene3837	2455
gene3838	653
gene3839	116
gene3840	3373
gene3841	99
gene3842	1416
gene3843	1548
gene3844	1723
gene3845	2492
gene3846	3039
gene3847	465
gene3848	1172
gene3849	921
gene3850	1734
gene3851	498
gene3852	1680
gene3853	1768
gene3854	1497
gene3855	414
gene3856	384
gene3857	3839
gene3858	3534
gene3859	2994
gene3860	1226
gene3861	1079
gene3862	796
gene3863	1326
gene3864	3256
gene3865	2664
gene3866	4350
gene3867	3097
gene3868	901
gene3869	1446
gene3870	2712
gene3871	2051
gene3872	3077
gene3873	2420
gene3874	2335
gene3875	1574
gene3876	1186
gene3877	4576
gene3878	1517
gene3879	1634
gene3880	1498
gene3881	3741
gene3882	2484
gene3883	507
gene3884	1970
gene3885	1977
gene3886	2541
gene3887	4911
gene3888	2508
gene3889	3107
gene3890	2351
gene3891	1905
gene3892	1358
gene3893	2259
gene3894	2825
gene3895	15249
gene3896	1283
gene3897	1806
gene3898	1567
gene3899	3109
gene3900	2277
gene3901	1491
gene3902	864
gene3903	585
gene3904	783
gene3905	711
gene3906	1767
gene3907	1123
gene3908	639
gene3909	3925
gene3910	2145
gene3911	929
gene3912	1953
gene3913	7527
gene3914	1908
gene3915	891
gene3916	2275
gene3917	3560
gene3918	132
gene3919	6242
gene3920	2000
gene3921	1488
gene3922	1810
gene3923	82
gene3924	2539
gene3925	1578
gene3926	1320
gene3927	998
gene3928	4386
gene3929	1864
gene3930	1427
gene3931	3690
gene3932	5522
gene3933	3906
gene3934	948
gene3935	1398
gene3936	2357
gene3937	96
gene3938	999
gene3939	4221
gene3940	1930
gene3941	4513
gene3942	3534
gene3943	4803
gene3944	333
gene3945	116
gene3946	4180
gene3947	2200
gene3948	2335
gene3949	1495
gene3950	2940
gene3951	4902
gene3952	2025
gene3953	6043
gene3954	956
gene3955	4475
gene3956	3549
gene3957	2436
gene3958	501
gene3959	4907
gene3960	1840
gene3961	677
gene3962	2196
gene3963	2693
gene3964	6025
gene3965	2245
gene3966	2443
gene3967	1771
gene3968	2591
gene3969	110
gene3970	4996
gene3971	504
gene3972	2491
gene3973	2495
gene3974	5488
gene3975	720
gene3976	1703
gene3977	1795
gene3978	4250
gene3979	2682
gene3980	2152
gene3981	2870
gene3982	1533
gene3983	2831
gene3984	1887
gene3985	1439
gene3986	1780
gene3987	1772
gene3988	2863
gene3989	1173
gene3990	2936
gene3991	4336
gene3992	2658
gene3993	3427
gene3994	2371
gene3995	1023
gene3996	2375
gene3997	1539
gene3998	1486
gene3999	919
gene4000	3608
gene4001	1136
gene4002	1138
gene4003	3561
gene4004	1239
gene4005	449
gene4006	1078
gene4007	3934
gene4008	3053
gene4009	1928
gene4010	3450
gene4011	342
gene4012	3327
gene4013	939
gene4014	1771
gene4015	3514
gene4016	2813
gene4017	3066
gene4018	1872
gene4019	1611
gene4020	901
gene4021	3197
gene4022	2457
gene4023	4870
gene4024	2192
gene4025	5025
gene4026	4028
gene4027	3111
gene4028	1650
gene4029	4371
gene4030	4419
gene4031	1896
gene4032	2513
gene4033	1383
gene4034	2193
gene4035	3213
gene4036	2599
gene4037	2695
gene4038	1982
gene4039	1139
gene4040	1980
gene4041	4416
gene4042	3588
gene4043	3226
gene4044	468
gene4045	2706
gene4046	2447
gene4047	3106
gene4048	3232
gene4049	2292
gene4050	3405
gene4051	5897
gene4052	2690
gene4053	763
gene4054	562
gene4055	1788
gene4056	2847
gene4057	82
gene4058	3584
gene4059	4217
gene4060	2414
gene4061	1461
gene4062	1790
gene4063	2434
gene4064	1381
gene4065	4398
gene4066	3449
gene4067	2581
gene4068	291
gene4069	5914
gene4070	303
gene4071	345
gene4072	1894
gene4073	1632
gene4074	2766
gene4075	3385
gene4076	3819
gene4077	4858
gene4078	3635
gene4079	2927
gene4080	2314
gene4081	2127
gene4082	2427
gene4083	2242
gene4084	2269
gene4085	2802
gene4086	1723
gene4087	794
gene4088	3608
gene4089	989
gene4090	1549
gene4091	2349
gene4092	2864
gene4093	1419
gene4094	1317
gene4095	2484
gene4096	4125
gene4097	1346
gene4098	1252
gene4099	3226
gene4100	1023
gene4101	4232
gene4102	5326
gene4103	528
gene4104	592
gene4105	345
gene4106	2412
gene4107	1711
gene4108	104
gene4109	2194
gene4110	2106
gene4111	1864
gene4112	3218
gene4113	1701
gene4114	1865
gene4115	986
gene4116	4105
gene4117	2852
gene4118	1790
gene4119	2396
gene4120	4751
gene4121	1036
gene4122	2245
gene4123	3606
gene4124	996
gene4125	4387
gene4126	857
gene4127	904
gene4128	3464
gene4129	570
gene4130	1731
gene4131	2768
gene4132	1547
gene4133	1144
gene4134	2689
gene4135	3070
gene4136	2559
gene4137	1946
gene4138	1755
gene4139	3382
gene4140	618
gene4141	2416
gene4142	443
gene4143	97
gene4144	1773
gene4145	3571
gene4146	1052
gene4147	1671
gene4148	1727
gene4149	3081
gene4150	3019
gene4151	4344
gene4152	1290
gene4153	747
gene4154	650
gene4155	4620
gene4156	72
gene4157	764
gene4158	943
gene4159	165
gene4160	3605
gene4161	2552
gene4162	2300
gene4163	1586
gene4164	3704
gene4165	1000
gene4166	2041
gene4167	1311
gene4168	1993
gene4169	4137
gene4170	2836
gene4171	944
gene4172	2827
gene4173	3667
gene4174	1456
gene4175	1192
gene4176	1176
gene4177	2179
gene4178	3028
gene4179	2678
gene4180	3875
gene4181	4160
gene4182	4330
gene4183	2235
gene4184	624
gene4185	6166
gene4186	2206
gene4187	72
gene4188	2664
gene4189	2221
gene4190	2671
gene4191	3474
gene4192	72
gene4193	2268
gene4194	791
gene4195	2322
gene4196	1423
gene4197	2209
gene4198	4086
gene4199	102
gene4200	72
gene4201	1703
gene4202	2371
gene4203	1112
gene4204	3199
gene4205	3609
gene4206	6268
gene4207	471
gene4208	1464
gene4209	1755
gene4210	1222
gene4211	2906
gene4212	1042
gene4213	1508
gene4214	1870
gene4215	5642
gene4216	3224
gene4217	2522
gene4218	4868
gene4219	793
gene4220	2137
gene4221	1516
gene4222	1335
gene4223	635
gene4224	3784
gene4225	2231
gene4226	1722
gene4227	4438
gene4228	1587
gene4229	2156
gene4230	1122
gene4231	3660
gene4232	2325
gene4233	2858
gene4234	4169
gene4235	1789
gene4236	3311
gene4237	1447
gene4238	956
gene4239	1951
gene4240	534
gene4241	2749
gene4242	1964
gene4243	617
gene4244	3099
gene4245	381
gene4246	2066
gene4247	2425
gene4248	2047
gene4249	1522
gene4250	1149
gene4251	1534
gene4252	1332
gene4253	5221
gene4254	453
gene4255	1703
gene4256	384
gene4257	2258
gene4258	2694
gene4259	2293
gene4260	5270
gene4261	402
gene4262	619
gene4263	6354
gene4264	3187
gene4265	2121
gene4266	2465
gene4267	88
gene4268	1854
gene4269	2245
gene4270	6848
gene4271	3759
gene4272	73
gene4273	1973
gene4274	1476
gene4275	3161
gene4276	1257
gene4277	914
gene4278	1858
gene4279	1459
gene4280	3965
gene4281	839
gene4282	1330
gene4283	1851
gene4284	3321
gene4285	3128
gene4286	1102
gene4287	6319
gene4288	1439
gene4289	85
gene4290	2328
gene4291	3251
gene4292	2871
gene4293	303
gene4294	1895
gene4295	2271
gene4296	1779
gene4297	739
gene4298	4778
gene4299	1308
gene4300	2385
gene4301	3642
gene4302	903
gene4303	2797
gene4304	2798
gene4305	3866
gene4306	2099
gene4307	3326
gene4308	4530
gene4309	6761
gene4310	2627
gene4311	3683
gene4312	2048
gene4313	2436
gene4314	1978
gene4315	828
gene4316	2548
gene4317	923
gene4318	1201
gene4319	2630
gene4320	948
gene4321	5010
gene4322	2084
gene4323	1455
gene4324	1167
gene4325	339
gene4326	4005
gene4327	2478
gene4328	2068
gene4329	567
gene4330	1627
gene4331	2770
gene4332	1721
gene4333	3248
gene4334	1500
gene4335	110
gene4336	2249
gene4337	71
gene4338	1371
gene4339	1481
gene4340	3428
gene4341	4334
gene4342	2975
gene4343	417
gene4344	3519
gene4345	6028
gene4346	9486
gene4347	2648
gene4348	4870
gene4349	3358
gene4350	1663
gene4351	2327
gene4352	3377
gene4353	4682
gene4354	90
gene4355	4899
gene4356	1088
gene4357	3068
gene4358	1460
gene4359	3446
gene4360	2930
gene4361	1294
gene4362	3347
gene4363	2219
gene4364	1444
gene4365	116
gene4366	2281
gene4367	1745
gene4368	1376
gene4369	2568
gene4370	1533
gene4371	333
gene4372	1533
gene4373	1145
gene4374	2500
gene4375	2237
gene4376	1358
gene4377	3271
gene4378	1196
gene4379	1804
gene4380	1552
gene4381	2739
gene4382	357
gene4383	2619
gene4384	2850
gene4385	4303
gene4386	3633
gene4387	897
gene4388	1182
gene4389	1107
gene4390	993
gene4391	1808
gene4392	1931
gene4393	3257
gene4394	2194
gene4395	1270
gene4396	9036
gene4397	3325
gene4398	1057
gene4399	3452
gene4400	1970
gene4401	2428
gene4402	540
gene4403	1520
gene4404	2718
gene4405	2018
gene4406	2880
gene4407	2085
gene4408	1515
gene4409	1446
gene4410	1329
gene4411	5806
gene4412	2326
gene4413	1843
gene4414	702
gene4415	4037
gene4416	563
gene4417	2908
gene4418	3966
gene4419	1566
gene4420	2242
gene4421	891
gene4422	1811
gene4423	1593
gene4424	1427
gene4425	5501
gene4426	116
gene4427	534
gene4428	180
gene4429	3078
gene4430	2450
gene4431	3026
gene4432	1677
gene4433	2512
gene4434	2287
gene4435	1297
gene4436	2727
gene4437	2286
gene4438	1549
gene4439	438
gene4440	1848
gene4441	2502
gene4442	2910
gene4443	2394
gene4444	1952
gene4445	1440
gene4446	1671
gene4447	5164
gene4448	3717
gene4449	1349
gene4450	2883
gene4451	2678
gene4452	2028
gene4453	2493
gene4454	1943
gene4455	3404
gene4456	1457
gene4457	3781
gene4458	387
gene4459	717
gene4460	585
gene4461	2562
gene4462	2407
gene4463	1627
gene4464	6460
gene4465	1737
gene4466	666
gene4467	309
gene4468	2981
gene4469	641
gene4470	3764
gene4471	1917
gene4472	4914
gene4473	1287
gene4474	1097
gene4475	4320
gene4476	1906
gene4477	3829
gene4478	2480
gene4479	2970
gene4480	1792
gene4481	2628
gene4482	3656
gene4483	2330
gene4484	892
gene4485	2105
gene4486	2467
gene4487	1502
gene4488	2536
gene4489	1316
gene4490	1391
gene4491	1800
gene4492	4833
gene4493	1361
gene4494	933
gene4495	698
gene4496	923
gene4497	3851
gene4498	2350
gene4499	1835
gene4500	5505
gene4501	5771
gene4502	678
gene4503	1447
gene4504	3252
gene4505	3430
gene4506	4600
gene4507	1369
gene4508	5659
gene4509	3530
gene4510	1429
gene4511	3303
gene4512	1428
gene4513	1322
gene4514	513
gene4515	3120
gene4516	2494
gene4517	3881
gene4518	1867
gene4519	2532
gene4520	4108
gene4521	2938
gene4522	1065
gene4523	3016
gene4524	2954
gene4525	959
gene4526	3376
gene4527	1838
gene4528	2516
gene4529	2332
gene4530	3043
gene4531	854
gene4532	2860
gene4533	1280
gene4534	10099
gene4535	4597
gene4536	507
gene4537	2029
gene4538	804
gene4539	2272
gene4540	2280
gene4541	1668
gene4542	1931
gene4543	1718
gene4544	3141
gene4545	2062
gene4546	2489
gene4547	2017
gene4548	954
gene4549	1220
gene4550	1585
gene4551	2352
gene4552	5371
gene4553	6349
gene4554	4496
gene4555	2463
gene4556	1348
gene4557	342
gene4558	4021
gene4559	1466
gene4560	3102
gene4561	3330
gene4562	1944
gene4563	3443
gene4564	456
gene4565	4408
gene4566	2179
gene4567	2923
gene4568	5139
gene4569	2499
gene4570	3373
gene4571	2917
gene4572	513
gene4573	1494
gene4574	465
gene4575	3117
gene4576	588
gene4577	2430
gene4578	2770
gene4579	3161
gene4580	642
gene4581	2632
gene4582	2411
gene4583	2012
gene4584	2682
gene4585	1469
gene4586	1382
gene4587	1460
gene4588	521
gene4589	2082
gene4590	1602
gene4591	1006
gene4592	1550
gene4593	2048
gene4594	967
gene4595	1228
gene4596	6747
gene4597	2049
gene4598	2952
gene4599	753
gene4600	2504
gene4601	2435
gene4602	1893
gene4603	2025
gene4604	3211
gene4605	925
gene4606	2942
gene4607	1628
gene4608	2732
gene4609	2152
gene4610	4937
gene4611	2055
gene4612	72
gene4613	4288
gene4614	1306
gene4615	805
gene4616	445
gene4617	5799
gene4618	1166
gene4619	1593
gene4620	2628
gene4621	3133
gene4622	1973
gene4623	2687
gene4624	3361
gene4625	1787
gene4626	1393
gene4627	2203
gene4628	2390
gene4629	3085
gene4630	309
gene4631	3084
gene4632	1510
gene4633	3324
gene4634	1500
gene4635	1857
gene4636	1919
gene4637	95
gene4638	1178
gene4639	5490
gene4640	2597
gene4641	2530
gene4642	1277
gene4643	3354
gene4644	819
gene4645	2019
gene4646	2074
gene4647	2422
gene4648	3426
gene4649	7347
gene4650	315
gene4651	4374
gene4652	93
gene4653	2415
gene4654	71
gene4655	2056
gene4656	1581
gene4657	1498
gene4658	1050
gene4659	2451
gene4660	1389
gene4661	4770
gene4662	1849
gene4663	3791
gene4664	3061
gene4665	2075
gene4666	1662
gene4667	540
gene4668	93
gene4669	1648
gene4670	93
gene4671	1314
gene4672	2094
gene4673	2854
gene4674	3171
gene4675	5451
gene4676	972
gene4677	72
gene4678	2744
gene4679	1642
gene4680	2628
gene4681	2213
gene4682	1263
gene4683	2195
gene4684	2506
gene4685	900
gene4686	2832
gene4687	1882
gene4688	1690
gene4689	3807
gene4690	115
gene4691	4106
gene4692	1422
gene4693	927
gene4694	2734
gene4695	789
gene4696	1812
gene4697	6166
gene4698	4550
gene4699	4505
gene4700	1308
gene4701	1576
gene4702	1434
gene4703	648
gene4704	1155
gene4705	1774
gene4706	1097
gene4707	294
gene4708	1410
gene4709	2572
gene4710	3292
gene4711	2502
gene4712	1631
gene4713	318
gene4714	1956
gene4715	1764
gene4716	1002
gene4717	621
gene4718	573
gene4719	576
gene4720	750
gene4721	1194
gene4722	672
gene4723	534
gene4724	930
gene4725	2575
gene4726	1549
gene4727	3109
gene4728	582
gene4729	657
gene4730	1011
gene4731	2442
gene4732	1146
gene4733	1161
gene4734	3357
gene4735	2755
gene4736	2093
gene4737	3223
gene4738	2251
gene4739	4748
gene4740	2057
gene4741	1995
gene4742	74
gene4743	783
gene4744	663
gene4745	1119
gene4746	1935
gene4747	2249
gene4748	456
gene4749	1503
gene4750	378
gene4751	468
gene4752	1512
gene4753	1059
gene4754	543
gene4755	1692
gene4756	1125
gene4757	1395
gene4758	456
gene4759	270
gene4760	627
gene4761	536
gene4762	1011
gene4763	837
gene4764	1401
gene4765	1131
gene4766	801
gene4767	1129
gene4768	690
gene4769	360
gene4770	702
gene4771	1221
gene4772	489
gene4773	1035
gene4774	1125
gene4775	843
gene4776	1050
gene4777	858
gene4778	1071
gene4779	1584
gene4780	843
gene4781	438
gene4782	690
gene4783	441
gene4784	504
gene4785	750
gene4786	624
gene4787	396
gene4788	954
gene4789	885
gene4790	405
gene4791	1005
gene4792	1365
gene4793	1273
gene4794	321
gene4795	3783
gene4796	6346
gene4797	1687
gene4798	4184
gene4799	2263
gene4800	1313
gene4801	3026
gene4802	2351
gene4803	501
gene4804	2200
gene4805	2496
gene4806	573
gene4807	2430
gene4808	1593
gene4809	1206
gene4810	1321
gene4811	1212
gene4812	3529
gene4813	1905
gene4814	74
gene4815	1443
gene4816	816
gene4817	879
gene4818	1386
gene4819	804
gene4820	1617
gene4821	1118
gene4822	2121
gene4823	1659
gene4824	1035
gene4825	1332
gene4826	1224
gene4827	4001
gene4828	116
gene4829	7888
gene4830	1545
gene4831	489
gene4832	2424
gene4833	2211
gene4834	817
gene4835	459
gene4836	2244
gene4837	1826
gene4838	2213
gene4839	2845
gene4840	2019
gene4841	2124
gene4842	978
gene4843	1068
gene4844	1662
gene4845	1098
gene4846	1536
gene4847	1663
gene4848	2686
gene4849	2560
gene4850	2817
gene4851	2870
gene4852	1410
gene4853	612
gene4854	2098
gene4855	3052
gene4856	1284
gene4857	82
gene4858	873
gene4859	2724
gene4860	1415
gene4861	3783
gene4862	1250
gene4863	507
gene4864	772
gene4865	5509
gene4866	1211
gene4867	387
gene4868	1071
gene4869	424
gene4870	759
gene4871	336
gene4872	938
gene4873	4018
gene4874	1061
gene4875	857
gene4876	1018
gene4877	3551
gene4878	2674
gene4879	620
gene4880	775
gene4881	1434
gene4882	2378
gene4883	2315
gene4884	748
gene4885	849
gene4886	1266
gene4887	1187
gene4888	3765
gene4889	1623
gene4890	1814
gene4891	2169
gene4892	1325
gene4893	548
gene4894	1512
gene4895	1747
gene4896	3138
gene4897	72
gene4898	2574
gene4899	2775
gene4900	901
gene4901	1042
gene4902	557
gene4903	1224
gene4904	1859
gene4905	1868
gene4906	11318
gene4907	7887
gene4908	1773
gene4909	1626
gene4910	1989
gene4911	1486
gene4912	3144
gene4913	3141
gene4914	3127
gene4915	1134
gene4916	1764
gene4917	2124
gene4918	2532
gene4919	2331
gene4920	507
gene4921	1357
gene4922	1896
gene4923	1918
gene4924	1101
gene4925	4096
gene4926	2364
gene4927	2325
gene4928	1976
gene4929	5048
gene4930	3661
gene4931	2159
gene4932	658
gene4933	2509
gene4934	1445
gene4935	867
gene4936	999
gene4937	891
gene4938	2899
gene4939	1658
gene4940	2709
gene4941	1415
gene4942	906
gene4943	3652
gene4944	1405
gene4945	2288
gene4946	2669
gene4947	2725
gene4948	1215
gene4949	1770
gene4950	1326
gene4951	672
gene4952	942
gene4953	1197
gene4954	1458
gene4955	2749
gene4956	1375
gene4957	1955
gene4958	858
gene4959	450
gene4960	1188
gene4961	606
gene4962	243
gene4963	1383
gene4964	1910
gene4965	1710
gene4966	1902
gene4967	2548
gene4968	405
gene4969	3350
gene4970	2154
gene4971	1639
gene4972	1725
gene4973	1861
gene4974	588
gene4975	645
gene4976	441
gene4977	993
gene4978	594
gene4979	372
gene4980	2193
gene4981	5968
gene4982	2289
gene4983	2571
gene4984	532
gene4985	72
gene4986	2201
gene4987	2491
gene4988	1626
gene4989	1747
gene4990	2034
gene4991	887
gene4992	1086
gene4993	822
gene4994	909
gene4995	939
gene4996	1293
gene4997	158
gene4998	1989
gene4999	969
gene5000	1977
gene5001	552
gene5002	1107
gene5003	2619
gene5004	2418
gene5005	312
gene5006	921
gene5007	1317
gene5008	378
gene5009	1371
gene5010	2892
gene5011	1239
gene5012	456
gene5013	447
gene5014	2817
gene5015	2340
gene5016	402
gene5017	1662
gene5018	288
gene5019	1925
gene5020	2275
gene5021	1363
gene5022	1737
gene5023	6758
gene5024	2487
gene5025	667
gene5026	4432
gene5027	3933
gene5028	540
gene5029	834
gene5030	2399
gene5031	2277
gene5032	2171
gene5033	1545
gene5034	4900
gene5035	155
gene5036	1341
gene5037	2554
gene5038	2977
gene5039	8654
gene5040	2285
gene5041	184
gene5042	1002
gene5043	165
gene5044	168
gene5045	698
gene5046	154
gene5047	161
gene5048	156
gene5049	91
gene5050	939
gene5051	6084
gene5052	2241
gene5053	399
gene5054	3175
gene5055	375
gene5056	300
gene5057	1395
gene5058	207
gene5059	528
gene5060	679
gene5061	655
gene5062	1183
gene5063	2909
gene5064	4232
gene5065	507
gene5066	1898
gene5067	1822
gene5068	4349
gene5069	2136
gene5070	71
gene5071	2323
gene5072	2300
gene5073	1119
gene5074	1455
gene5075	1692
gene5076	1452
gene5077	465
gene5078	306
gene5079	1242
gene5080	1023
gene5081	1890
gene5082	2030
gene5083	4552
gene5084	2000
gene5085	342
gene5086	723
gene5087	1962
gene5088	2489
gene5089	2396
gene5090	2367
gene5091	1330
gene5092	297
gene5093	1349
gene5094	1159
gene5095	1230
gene5096	345
gene5097	1565
gene5098	1801
gene5099	2355
gene5100	1824
gene5101	450
gene5102	1519
gene5103	852
gene5104	1197
gene5105	1148
gene5106	1989
gene5107	1869
gene5108	2301
gene5109	1765
gene5110	210
gene5111	309
gene5112	1832
gene5113	2859
gene5114	405
gene5115	1003
gene5116	679
gene5117	2867
gene5118	1181
gene5119	1318
gene5120	879
gene5121	3431
gene5122	1884
gene5123	3774
gene5124	834
gene5125	1641
gene5126	2505
gene5127	3130
gene5128	345
gene5129	2016
gene5130	1422
gene5131	1775
gene5132	2051
gene5133	2116
gene5134	747
gene5135	1312
gene5136	1534
gene5137	1641
gene5138	1034
gene5139	702
gene5140	112
gene5141	3948
gene5142	1494
gene5143	1112
gene5144	1212
gene5145	945
gene5146	2569
gene5147	1382
gene5148	2673
gene5149	507
gene5150	1400
gene5151	1168
gene5152	560
gene5153	432
gene5154	2125
gene5155	381
gene5156	87
gene5157	90
gene5158	1348
gene5159	1155
gene5160	1109
gene5161	1908
gene5162	657
gene5163	3160
gene5164	1592
gene5165	1929
gene5166	3374
gene5167	345
gene5168	3238
gene5169	611
gene5170	4786
gene5171	962
gene5172	1917
gene5173	2448
gene5174	1537
gene5175	3748
gene5176	2504
gene5177	1084
gene5178	1572
gene5179	2282
gene5180	2577
gene5181	2227
gene5182	1962
gene5183	2280
gene5184	1629
gene5185	4779
gene5186	3311
gene5187	1872
gene5188	3244
gene5189	2604
gene5190	10062
gene5191	1468
gene5192	1400
gene5193	3621
gene5194	2340
gene5195	4138
gene5196	2631
gene5197	1100
gene5198	1264
gene5199	91
gene5200	2588
gene5201	1494
gene5202	1265
gene5203	2328
gene5204	111
gene5205	2474
gene5206	3516
gene5207	1100
gene5208	2685
gene5209	1200
gene5210	775
gene5211	1348
gene5212	2932
gene5213	1849
gene5214	2339
gene5215	2021
gene5216	1212
gene5217	1062
gene5218	2536
gene5219	1807
gene5220	4308
gene5221	2621
gene5222	4059
gene5223	725
gene5224	2220
gene5225	1190
gene5226	2133
gene5227	1746
gene5228	2411
gene5229	2468
gene5230	2121
gene5231	1079
gene5232	3983
gene5233	330
gene5234	1992
gene5235	3192
gene5236	1451
gene5237	1488
gene5238	1256
gene5239	2217
gene5240	1333
gene5241	1142
gene5242	1960
gene5243	753
gene5244	2131
gene5245	1281
gene5246	1832
gene5247	717
gene5248	2246
gene5249	2220
gene5250	2125
gene5251	5521
gene5252	100
gene5253	2569
gene5254	432
gene5255	2097
gene5256	93
gene5257	1981
gene5258	1134
gene5259	2352
gene5260	3482
gene5261	360
gene5262	2064
gene5263	2696
gene5264	2774
gene5265	102
gene5266	2308
gene5267	1891
gene5268	2299
gene5269	2304
gene5270	1695
gene5271	1572
gene5272	1657
gene5273	3067
gene5274	288
gene5275	1742
gene5276	110
gene5277	1623
gene5278	3496
gene5279	754
gene5280	1803
gene5281	2222
gene5282	5732
gene5283	581
gene5284	4072
gene5285	1437
gene5286	2392
gene5287	2866
gene5288	1964
gene5289	3765
gene5290	2372
gene5291	849
gene5292	1894
gene5293	4575
gene5294	2228
gene5295	2262
gene5296	3921
gene5297	2060
gene5298	1497
gene5299	2154
gene5300	1475
gene5301	1095
gene5302	1459
gene5303	842
gene5304	906
gene5305	3988
gene5306	1391
gene5307	1631
gene5308	2615
gene5309	1634
gene5310	1759
gene5311	4905
gene5312	931
gene5313	3843
gene5314	757
gene5315	100
gene5316	1953
gene5317	1498
gene5318	2959
gene5319	333
gene5320	990
gene5321	1393
gene5322	2179
gene5323	2010
gene5324	1119
gene5325	1877
gene5326	2284
gene5327	750
gene5328	3972
gene5329	6347
gene5330	807
gene5331	1950
gene5332	3989
gene5333	1034
gene5334	3967
gene5335	3751
gene5336	1572
gene5337	1470
gene5338	1449
gene5339	1570
gene5340	576
gene5341	973
gene5342	1951
gene5343	3957
gene5344	3061
gene5345	2261
gene5346	3089
gene5347	664
gene5348	3855
gene5349	1091
gene5350	2716
gene5351	2626
gene5352	1190
gene5353	3795
gene5354	3878
gene5355	1631
gene5356	2080
gene5357	2875
gene5358	1815
gene5359	1838
gene5360	2716
gene5361	3549
gene5362	2317
gene5363	2397
gene5364	91
gene5365	993
gene5366	1628
gene5367	796
gene5368	3363
gene5369	2419
gene5370	273
gene5371	3264
gene5372	1474
gene5373	1364
gene5374	3294
gene5375	1747
gene5376	5481
gene5377	4077
gene5378	3612
gene5379	1671
gene5380	2479
gene5381	2425
gene5382	1624
gene5383	2739
gene5384	1034
gene5385	1274
gene5386	1393
gene5387	2512
gene5388	1967
gene5389	1003
gene5390	1454
gene5391	1785
gene5392	2335
gene5393	2918
gene5394	9070
gene5395	2205
gene5396	1529
gene5397	89
gene5398	2146
gene5399	2725
gene5400	1427
gene5401	2158
gene5402	3907
gene5403	2179
gene5404	2324
gene5405	1468
gene5406	3934
gene5407	2925
gene5408	4378
gene5409	3139
gene5410	2237
gene5411	1957
gene5412	1495
gene5413	2186
gene5414	2759
gene5415	3113
gene5416	3052
gene5417	1069
gene5418	1420
gene5419	1235
gene5420	2642
gene5421	3006
gene5422	1696
gene5423	3708
gene5424	3056
gene5425	1910
gene5426	1771
gene5427	1329
gene5428	925
gene5429	2631
gene5430	2581
gene5431	3630
gene5432	3095
gene5433	853
gene5434	2967
gene5435	74
gene5436	6418
gene5437	1869
gene5438	5225
gene5439	2363
gene5440	1143
gene5441	4367
gene5442	1832
gene5443	10566
gene5444	2416
gene5445	3319
gene5446	3022
gene5447	3896
gene5448	2062
gene5449	980
gene5450	882
gene5451	2547
gene5452	3322
gene5453	4477
gene5454	3048
gene5455	4426
gene5456	3230
gene5457	667
gene5458	4304
gene5459	1379
gene5460	1530
gene5461	3885
gene5462	3676
gene5463	93
gene5464	2158
gene5465	86
gene5466	1173
gene5467	85
gene5468	85
gene5469	1649
gene5470	2511
gene5471	1726
gene5472	874
gene5473	1285
gene5474	2798
gene5475	4172
gene5476	1993
gene5477	666
gene5478	4424
gene5479	3170
gene5480	1481
gene5481	2201
gene5482	1446
gene5483	1233
gene5484	2646
gene5485	4387
gene5486	2838
gene5487	522
gene5488	2015
gene5489	2114
gene5490	871
gene5491	783
gene5492	2154
gene5493	1962
gene5494	1094
gene5495	2238
gene5496	4036
gene5497	1585
gene5498	2464
gene5499	1565
gene5500	1852
gene5501	116
gene5502	2165
gene5503	2375
gene5504	1906
gene5505	1014
gene5506	1904
gene5507	282
gene5508	3581
gene5509	1016
